solartime,temp,site_elev,rh,dlw,ghi_m,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Solar Zenith Angle,actual_epsilon,epsilon_clear_sky,CF,predicted_epsilon
2022-11-15 00:00:00,25.61,4.8768,77.52,375.4,713.6,85,900,698,85,900,698,47.08,0.8310390018529181,0.861607757298719,0.004197545408138659,0.8621886650215917
2022-11-15 00:10:00,25.81,4.8768,77.53,387.2,731.0,84,894,678,84,894,678,48.36,0.8548697514854801,0.8631813895930124,0.0052493008238075345,0.863899591637334
2022-11-15 00:20:00,25.67,4.8768,77.62,388.3,683.3,83,888,657,83,888,657,49.73,0.8589060977551655,0.8622430647178657,0.006456667490650492,0.8631325154435134
2022-11-15 00:30:00,25.73,4.8768,77.63,381.9,530.3,82,880,634,82,880,634,51.18,0.8440713924794788,0.8627271856692486,0.007939865222518605,0.8638171133137504
2022-11-15 00:40:00,25.92,4.8768,76.91,377.3,606.0,81,871,609,81,871,609,52.71,0.8317874116718248,0.8629823373300024,0.009741822259588417,0.8643171390461578
2022-11-15 00:50:00,25.93,4.8768,75.96,382.5,230.0,79,862,582,79,862,582,54.3,0.8431384453984403,0.8614299794765068,0.011079733705483985,0.8629652984034706
2022-11-15 01:00:00,25.46,4.8768,78.13,401.6,195.7,78,851,555,78,851,555,55.95,0.8908267614048938,0.8614678420799241,0.013418805546609403,0.8633267781690059
2022-11-15 01:10:00,25.54,4.8768,76.94,389.1,514.4,76,839,526,76,839,526,57.65,0.8621750291971071,0.860085770289333,0.015331152616082866,0.8622308166981889
2022-11-15 01:20:00,25.4,4.8768,76.1,371.4,73.36,75,826,495,75,826,495,59.41,0.8244997692569369,0.8575877621916664,0.018715909030935618,0.8602531366793791
2022-11-15 01:30:00,24.9,4.8768,78.35,372.4,70.66,73,811,463,73,811,463,61.22,0.832281246146837,0.8575053118574935,0.021657272840680697,0.8605913581969433
2022-11-15 01:40:00,24.77,4.8768,78.63,376.4,317.7,71,794,431,71,794,431,63.06,0.8426901520740079,0.8569658251268227,0.025011958888036534,0.8605433900283349
2022-11-15 01:50:00,25.29,4.8768,76.61,379.5,119.4,69,776,397,69,776,397,64.95,0.8437243752211334,0.8576055120041276,0.029283535218757928,0.8617753260083117
2022-11-15 02:00:00,24.92,4.8768,78.44,378.2,98.9,66,754,363,66,754,363,66.87,0.8450169010673233,0.8578070347499683,0.033027116593446204,0.8625032583920491
2022-11-15 02:10:00,24.95,4.8768,78.94,378.9,171.9,64,730,327,64,730,327,68.82000000000001,0.8462401803892973,0.8588592647145213,0.03945578974973368,0.8644280838910681
2022-11-15 02:20:00,24.96,4.8768,78.14,366.0,300.1,61,702,292,61,702,292,70.81,0.8173194768413629,0.8576206509287475,0.04548380720019768,0.8640966057911939
2022-11-15 18:20:00,21.09,4.8768,88.1,364.3,325.2,66,670,274,66,670,274,71.93,0.8571745434117535,0.8433156489079787,0.059847129520894105,0.8526927575616802
2022-11-15 18:30:00,21.96,4.8768,85.9,337.5,304.4,70,702,310,70,702,310,69.94,0.7847928069369244,0.8467415971855038,0.05311949341268418,0.8548826059042469
2022-11-15 18:40:00,22.4,4.8768,84.7,338.8,331.0,74,726,346,74,726,346,67.98,0.7831347368423062,0.8483172153603394,0.04773876640436986,0.8555583643838165
2022-11-15 18:50:00,23.3,4.8768,76.1,351.5,341.1,77,750,381,77,750,381,66.05,0.8026689286418733,0.8418771206887566,0.042381210604033825,0.8485785597381628
2022-11-15 19:00:00,23.85,4.8768,71.76,365.9,413.5,79,772,416,79,772,416,64.15,0.8293799903003044,0.8388024342917328,0.036776130418580744,0.8447306569913778
2022-11-15 19:10:00,24.27,4.8768,70.94,351.1,410.8,82,791,450,82,791,450,62.29,0.7913472425835452,0.8404474584657001,0.03321510405059519,0.8457470127342988
2022-11-15 19:20:00,24.48,4.8768,68.62,343.2,464.0,84,808,482,84,808,482,60.47,0.771360512824715,0.8379742081968142,0.029504005583638304,0.8427546180628689
2022-11-15 19:30:00,24.65,4.8768,69.43,346.1,512.5,86,823,514,86,823,514,58.69,0.776103722942324,0.8405957445242734,0.02623181735592106,0.8447772078396693
2022-11-15 19:40:00,24.64,4.8768,67.55,351.0,555.5,88,837,544,88,837,544,56.96,0.7871973412464953,0.8372438869411928,0.023605569207289345,0.8410858376319119
2022-11-15 19:50:00,24.91,4.8768,69.28,380.3,682.4,90,849,573,90,849,573,55.29,0.8498229945103165,0.8422094204665677,0.02137158935317257,0.8455816559361553
2022-11-15 20:00:00,24.86,4.8768,68.75,376.0,390.5,91,859,601,91,859,601,53.67,0.8407781874628224,0.84092103622408,0.018667533168716055,0.8438906480568119
2022-11-15 20:10:00,24.48,4.8768,71.04,379.0,227.9,93,869,627,93,869,627,52.12,0.851822943941046,0.8421356341337566,0.017183085966043565,0.8448482311034112
2022-11-15 20:20:00,24.16,4.8768,71.12,379.7,203.3,94,878,651,94,878,651,50.64,0.8570762694090027,0.8399593251057654,0.01528596670797977,0.8424057015341213
2022-11-15 20:30:00,24.21,4.8768,72.42,394.0,544.7,96,885,674,96,885,674,49.24,0.8887568695479862,0.8425068146531356,0.014337125282946561,0.844764814182664
2022-11-15 20:40:00,24.78,4.8768,67.4,382.8,253.3,84,921,701,84,921,701,47.92,0.8569035139527859,0.8379738649091224,0.003227353788335663,0.8384967805700174
2022-11-15 20:50:00,24.55,4.8768,66.98,384.1,266.7,84,926,720,84,926,720,46.68,0.8624737972635798,0.8356053189787561,0.001646589269868104,0.8358760094965492
2022-11-15 21:00:00,25.1,4.8768,65.47,355.9,757.1,85,934,739,85,934,739,45.55,0.7932738163684719,0.8367906394775301,0.0008207509938840118,0.83692459372239
2022-11-15 21:10:00,25.4,4.8768,66.06,384.6,823.0,86,938,755,86,938,755,44.52,0.8538034767264889,0.839989117587591,0.0002613364875636015,0.8400309342695726
2022-11-15 21:20:00,25.4,4.8768,67.98,369.0,824.0,86,942,768,86,942,768,43.61,0.8191718224442912,0.8434529597344872,-0.0007099212632218355,0.8433418236619081
2022-11-15 21:30:00,24.93,4.8768,67.92,369.9,326.5,87,945,780,87,945,780,42.81,0.8263612087149365,0.8399626095077941,-0.0009323085823406685,0.8398134052751429
2022-11-15 21:40:00,24.74,4.8768,67.0,384.3,364.8,88,946,789,88,946,789,42.14,0.8607234352288653,0.8369830369836508,-0.0009347692657925011,0.8368306537368202
2022-11-15 21:50:00,24.91,4.8768,66.51,368.4,451.9,89,947,797,89,947,797,41.61,0.8232311101172773,0.8373161997878455,-0.0008665436447072294,0.8371752271746749
2022-11-15 22:00:00,24.8,4.8768,68.39,360.3,526.4,89,949,803,89,949,803,41.21,0.8063203935893319,0.8398590963478652,-0.0012879084640566307,0.8396528495226099
2022-11-15 22:10:00,24.54,4.8768,69.2,353.9,506.8,89,950,806,89,950,806,40.96,0.7947682686341244,0.8394077338633325,-0.0014964332218808107,0.8391674182611084
2022-11-15 22:20:00,25.23,4.8768,66.16,357.7,833.0,89,950,808,89,950,808,40.85,0.7958973208691708,0.8389590877919718,-0.0016346608756463987,0.8386958405134068
2022-11-15 22:30:00,25.28,4.8768,65.53,352.9,694.8,89,950,807,89,950,807,40.88,0.7846910221933482,0.8381724260866316,-0.0015656255645714046,0.8379190646998603
2022-11-15 22:40:00,25.47,4.8768,65.98,351.8,730.6,89,950,805,89,950,805,41.06,0.7802561702049899,0.8403432833362295,-0.0014270832948878875,0.840115439902962
2022-11-15 22:50:00,25.47,4.8768,66.21,352.1,543.7,88,949,800,88,949,800,41.39,0.7809215393097697,0.8407619756356725,-0.0017097936764740584,0.8404897114685601
2022-11-15 23:00:00,25.34,4.8768,66.73,355.7,810.0,88,947,793,88,947,793,41.85,0.7902812212744984,0.8407734893089502,-0.001218876815822667,0.8405794118066047
2022-11-15 23:10:00,25.38,4.8768,67.16,353.8,767.3,88,945,785,88,945,785,42.45,0.7856386593055452,0.8418358115767661,-0.0006480084234704031,0.8417333198503765
2022-11-15 23:20:00,25.42,4.8768,68.44,366.0,725.7,88,942,774,88,942,774,43.19,0.8122942032260397,0.8444208398418416,0.00015458188415468088,0.8444448895615542
2022-11-15 23:30:00,25.33,4.8768,69.1,360.9,716.6,87,939,762,87,939,762,44.04,0.8019418517551132,0.8449405125191577,0.00039508552447581335,0.845001774278094
2022-11-15 23:40:00,25.26,4.8768,68.73,355.3,533.6,88,931,746,88,931,746,45.01,0.7902393615651879,0.8437753328740044,0.0022952137510836024,0.8441339018782503
2022-11-15 23:50:00,25.43,4.8768,68.54,359.7,749.2,88,926,730,88,926,730,46.09,0.7982051474328017,0.844672126678375,0.003585873226825409,0.8452291127406988
2022-11-16 00:00:00,25.43,4.8768,69.23,364.2,726.6,87,921,712,87,921,712,47.27,0.8081910333473071,0.845901045683701,0.004403687038316728,0.8465796492514418
2022-11-16 00:10:00,25.76,4.8768,69.57,379.1,703.7,86,915,691,86,915,691,48.55,0.8375465370436265,0.8489313512284883,0.005528711420087762,0.8497665661921687
2022-11-16 00:20:00,25.38,4.8768,69.21,361.0,642.1,85,908,670,85,908,670,49.91,0.8016267835197903,0.8455002840142664,0.0067205298306483585,0.8465386039643752
2022-11-16 00:30:00,25.59,4.8768,67.79,352.4,591.2,84,903,648,84,903,648,51.35,0.7803318514079838,0.8444886907181011,0.008083691423781514,0.8457457961552441
2022-11-16 00:40:00,25.77,4.8768,68.42,351.4,620.8,82,896,623,82,896,623,52.87,0.7762449788056944,0.8469378430883435,0.009062911263929385,0.8483250318342996
2022-11-16 00:50:00,25.61,4.8768,68.88,380.3,658.8,81,886,596,81,886,596,54.45,0.8418863409820585,0.8465934924541606,0.011161415458469881,0.8483057262189126
2022-11-16 01:00:00,25.45,4.8768,68.08,395.6,333.6,79,876,568,79,876,568,56.1,0.8776351534652689,0.8439944141665298,0.012710949148697748,0.8459773932349718
2022-11-16 01:10:00,25.2,4.8768,68.37,410.4,604.9,78,864,538,78,864,538,57.8,0.9135243426885854,0.8427019259637402,0.015570281921869544,0.8451511013222519
2022-11-16 01:20:00,25.45,4.8768,66.05,401.4,553.4,76,850,507,76,850,507,59.55,0.8905024029346787,0.8403278968834788,0.017941106000901763,0.8431925910108791
2022-11-16 01:30:00,25.31,4.8768,67.35,383.6,496.8,74,836,475,74,836,475,61.35,0.8526111366143361,0.841674049336032,0.02076150849058761,0.8449611349050223
2022-11-16 01:40:00,25.22,4.8768,66.43,376.4,514.7,72,819,441,72,819,441,63.19,0.8376178787794297,0.8393750877565362,0.024317048810479525,0.8432810115877396
2022-11-16 01:50:00,25.45,4.8768,66.83,386.7,519.2,70,800,407,70,800,407,65.07000000000001,0.8578905810035882,0.8417432828609667,0.028432585061981153,0.8462429304326522
2022-11-16 02:00:00,25.35,4.8768,66.74,358.1,417.7,67,779,371,67,779,371,66.98,0.7955068437881386,0.8408631703053281,0.03245664785317687,0.846028218347199
2022-11-16 02:10:00,25.41,4.8768,66.03,346.1,352.3,64,755,335,64,755,335,68.93,0.7682313964289347,0.8400059460193581,0.037302973825522556,0.8459742000272372
2022-11-16 02:20:00,24.98,4.8768,66.8,347.4,318.8,61,727,299,61,727,299,70.91,0.7755754167173011,0.8383304096287504,0.04325550830712949,0.845323509938064
2022-11-16 18:20:00,19.62,4.8768,91.2,326.2,268.3,58,723,280,58,723,280,72.10000000000001,0.7830592190455259,0.8365734636964233,0.044682362178213475,0.8438757473810705
2022-11-16 18:30:00,21.21,4.8768,83.2,343.4,332.4,61,753,317,61,753,317,70.12,0.8066814214948211,0.8373226010096586,0.03794147004142345,0.8434948206698674
2022-11-16 18:40:00,22.84,4.8768,73.02,335.5,337.9,63,778,353,63,778,353,68.16,0.7709057958507306,0.8336553428618251,0.031466737647874776,0.8388896665471177
2022-11-16 18:50:00,23.68,4.8768,67.18,333.4,367.3,66,801,389,66,801,389,66.23,0.757445462507891,0.8298741214662327,0.027339646789405092,0.8345253028950832
2022-11-16 19:00:00,24.11,4.8768,64.24,332.2,352.2,68,821,424,68,821,424,64.33,0.7503617289243519,0.8277113163234485,0.022946808415744258,0.8316647917399751
2022-11-16 19:10:00,24.11,4.8768,65.38,332.6,431.1,70,838,458,70,838,458,62.48,0.7512652349194445,0.829723668329526,0.019350215235427626,0.8330185519968487
2022-11-16 19:20:00,24.31,4.8768,62.73,332.9,461.7,72,854,491,72,854,491,60.66,0.7499225999348649,0.8263722616727959,0.01637075725320286,0.8292146792293733
2022-11-16 19:30:00,24.7,4.8768,63.7,334.3,492.1,74,868,523,74,868,523,58.89,0.7491398504594132,0.8307949992850058,0.013880408380453735,0.8331436337949447
2022-11-16 19:40:00,24.64,4.8768,63.25,335.1,519.7,76,880,553,76,880,553,57.17,0.7515379745062696,0.8295658870444026,0.011906171670571564,0.8315951048517736
2022-11-16 19:50:00,24.93,4.8768,61.7,336.3,546.4,77,891,582,77,891,582,55.5,0.7512983900806519,0.8287071063413539,0.00939728846597615,0.8303167950752361
2022-11-16 20:00:00,25.25,4.8768,64.88,339.9,575.8,79,901,610,79,901,610,53.89,0.7560888445936794,0.8367763141593852,0.008023904006748517,0.838086005346198
2022-11-16 20:10:00,25.19,4.8768,65.01,340.4,604.5,80,910,636,80,910,636,52.34,0.7578103822391078,0.8365904774214036,0.006186787353492762,0.8376014573891332
2022-11-16 20:20:00,25.39,4.8768,65.26,342.3,631.6,81,918,661,81,918,661,50.86,0.7600002345590117,0.8384600956608544,0.0045779519905476684,0.8391996175874767
2022-11-16 20:30:00,25.4,4.8768,64.49,344.0,654.9,82,925,684,82,925,684,49.47,0.7636723764792308,0.837119116906609,0.003254399915686157,0.8376491964388151
2022-11-16 20:40:00,25.37,4.8768,63.9,344.6,643.3,84,926,702,84,926,702,48.15,0.7653119283802238,0.8358210953282572,0.003142201195276917,0.836336978478756
2022-11-16 20:50:00,25.5,4.8768,63.65,344.9,664.1,86,932,722,86,932,722,46.92,0.7646453628937274,0.8362704241950952,0.002870416648041274,0.8367403962952624
2022-11-16 21:00:00,25.56,4.8768,63.52,344.6,711.2,86,936,739,86,936,739,45.79,0.7633666223663927,0.8364499715327968,0.0014996648894241016,0.8366952417681534
2022-11-16 21:10:00,25.71,4.8768,62.97,344.5,728.3,87,941,755,87,941,755,44.77,0.7616141406963367,0.836474182841075,0.0009269466638798796,0.8366257625517486
2022-11-16 21:20:00,25.7,4.8768,63.99,345.7,717.0,88,944,769,88,944,769,43.86,0.7643693777367497,0.8383117030345384,0.0005263491624682426,0.838396807534227
2022-11-16 21:30:00,25.83,4.8768,64.18,346.9,748.3,88,948,780,88,948,780,43.06,0.7656894984704776,0.8395871503206481,-0.00028576746989805724,0.8395413095464562
2022-11-16 21:40:00,25.75,4.8768,64.54,347.9,762.6,90,948,790,90,948,790,42.4,0.7687191668802857,0.8396892453690457,0.00026976995371003065,0.8397324923939018
2022-11-16 21:50:00,25.99,4.8768,63.52,348.2,759.5,90,950,797,90,950,797,41.86,0.7669159155130761,0.8394839071352859,-0.00023390269458750668,0.8394463619886401
2022-11-16 22:00:00,26.23,4.8768,63.93,347.4,673.1,90,951,803,90,951,803,41.46,0.7627032886804791,0.8419673100126248,-0.0006592102872778338,0.8418631332376589
2022-11-16 22:10:00,25.96,4.8768,63.34,345.3,777.9,90,952,807,90,952,807,41.21,0.7608337829439589,0.8389319162417821,-0.000939526028044313,0.8387805885848041
2022-11-16 22:20:00,26.17,4.8768,62.26,346.7,780.1,90,953,808,90,953,808,41.1,0.7617769657960717,0.8383618070424104,-0.0010092073128020185,0.8381986805960495
2022-11-16 22:30:00,26.36,4.8768,64.25,348.2,780.4,91,950,806,91,950,806,41.13,0.7631332904404354,0.8435055261209501,-0.0002440972656476137,0.8434673262477872
2022-11-16 22:40:00,26.31,4.8768,62.37,347.0,779.1,92,947,803,92,947,803,41.31,0.7610113514968138,0.8395613011115457,0.0005947161186625194,0.8396567165918318
2022-11-16 22:50:00,26.54,4.8768,61.99,348.3,773.8,91,946,798,91,946,798,41.63,0.7615201662856272,0.8404565103795302,0.00032561795993452103,0.8405084606051412
2022-11-16 23:00:00,26.48,4.8768,60.93,346.0,768.0,91,944,792,91,944,792,42.09,0.7570975883206597,0.8379696431548722,0.0007598240402804657,0.8380927577152584
2022-11-16 23:10:00,26.2,4.8768,63.98,349.0,756.8,91,942,783,91,942,783,42.68,0.7665232249952189,0.8418474314676648,0.0014225623334816473,0.8420724133546023
2022-11-16 23:20:00,26.5,4.8768,62.87,350.5,748.3,90,939,773,90,939,773,43.41,0.7667394964084333,0.84187239996857,0.0015277415745096334,0.8421139780772154
2022-11-16 23:30:00,26.44,4.8768,62.34,350.0,738.3,90,936,760,90,936,760,44.25,0.7662592559209006,0.8404244860434112,0.002524478616250103,0.8408273310160717
2022-11-16 23:40:00,26.47,4.8768,60.87,350.9,725.9,90,930,745,90,930,745,45.22,0.7679220014876303,0.837782255815351,0.003714124444885003,0.8383847527044213
2022-11-16 23:50:00,26.31,4.8768,61.22,352.5,712.9,89,926,729,89,926,729,46.29,0.7730734910738526,0.8373416709720156,0.004351000741559863,0.8380493974822372
2022-11-17 00:00:00,26.42,4.8768,61.98,354.6,698.5,88,918,709,88,918,709,47.46,0.7765374311327601,0.8395876047947061,0.005360728516279445,0.8404475320960477
2022-11-17 00:10:00,26.44,4.8768,62.28,355.8,682.3,87,912,689,87,912,689,48.73,0.7789572664475898,0.8403087168321136,0.006426083555557793,0.8413349063608446
2022-11-17 00:20:00,26.54,4.8768,64.18,358.1,656.6,86,905,667,86,905,667,50.09,0.7829468031779591,0.8446686087947874,0.007741827068161455,0.8458711575637552
2022-11-17 00:30:00,26.13,4.8768,65.44,358.0,633.1,85,897,643,85,897,643,51.52,0.7870261941715279,0.8440866211215322,0.00934353033638724,0.8455434025069318
2022-11-17 00:40:00,26.17,4.8768,66.02,358.0,566.4,84,887,618,84,887,618,53.03,0.7866055776030968,0.8454564225975548,0.011169372177079473,0.84718257733114
2022-11-17 00:50:00,26.04,4.8768,65.22,358.4,499.5,83,877,591,83,877,591,54.6,0.7888540272982673,0.8430279515842631,0.013369933856177074,0.8451266574888503
2022-11-17 01:00:00,26.08,4.8768,66.03,359.8,480.4,81,867,563,81,867,563,56.24,0.7915121207881736,0.844822542614195,0.015033898693875947,0.8471554647881064
2022-11-17 01:10:00,26.03,4.8768,67.42,363.8,539.7,80,855,533,80,855,533,57.94,0.8008467260352297,0.8470211925257347,0.018033567064204392,0.8497799461097237
2022-11-17 01:20:00,26.16,4.8768,66.86,363.6,541.7,78,841,502,172,472,410,59.68,0.7990167946433792,0.8469405387321159,0.15496333606321872,0.8706591434662263
2022-11-17 01:30:00,25.98,4.8768,66.07,363.1,428.1,76,826,470,76,826,470,61.47,0.7998403438629891,0.8441730439786573,0.02357587519797899,0.8478468008462975
2022-11-17 01:40:00,25.39,4.8768,68.19,366.5,234.9,74,807,437,74,807,437,63.31,0.8137308967744018,0.8437563441360902,0.027184546780614216,0.8480037571080968
2022-11-17 01:50:00,25.22,4.8768,70.5,383.5,181.0,72,788,403,72,788,403,65.18,0.8534177909455668,0.8466016371409675,0.03155532532572175,0.8514421723854173
2022-11-17 02:00:00,25.04,4.8768,71.78,395.3,209.9,69,766,368,69,766,368,67.09,0.8818027632679931,0.847500175342594,0.03566438479712836,0.8529389877706703
2022-11-17 02:10:00,24.98,4.8768,71.79,405.1,199.0,67,741,332,67,741,332,69.03,0.9043914833396048,0.8470749702045629,0.04224744911187389,0.8535356626187776
2022-11-17 02:20:00,25.07,4.8768,70.59,409.4,237.7,63,713,295,63,713,295,71.01,0.9128884575479055,0.8456588915812614,0.0475967454941329,0.8530050260379505
2022-11-17 18:20:00,19.83,4.8768,97.0,346.1,258.2,55,698,268,55,698,268,72.27,0.8284506475286524,0.8455779374677387,0.04380785357900069,0.8523428365725192
2022-11-17 18:30:00,20.61,4.8768,94.1,347.1,289.6,58,727,303,58,727,303,70.29,0.8220550785396347,0.8477811166539742,0.03747572923781178,0.8534856303111318
2022-11-17 18:40:00,21.59,4.8768,90.8,349.5,321.8,60,753,338,60,753,338,68.33,0.816785095886553,0.8508323131668264,0.03102053204450772,0.85545957417624
2022-11-17 18:50:00,23.22,4.8768,83.5,354.0,355.0,62,775,373,62,775,373,66.41,0.8092509958833222,0.8527569024724001,0.025714713774799114,0.8565432165806373
2022-11-17 19:00:00,24.04,4.8768,79.8,358.6,387.7,65,795,406,65,795,406,64.52,0.8107565359445403,0.8532720613662336,0.02281429298571397,0.8566195555474141
2022-11-17 19:10:00,24.48,4.8768,79.55,362.5,427.9,66,812,439,66,812,439,62.67,0.8147383039013961,0.8562334419950727,0.018152642166663457,0.858843184878069
2022-11-17 19:20:00,24.86,4.8768,79.85,364.9,454.5,68,828,471,68,828,471,60.85,0.8159573420350635,0.8596492151938425,0.01527650439285444,0.8617932845744743
2022-11-17 19:30:00,25.15,4.8768,79.94,367.2,486.2,70,841,502,70,841,502,59.09,0.817912038036841,0.8620519369049139,0.012884971898887598,0.8638293938214
2022-11-17 19:40:00,25.35,4.8768,79.06,369.3,529.7,72,854,532,72,854,532,57.37,0.8203872588968433,0.8621611301997582,0.010884027493042903,0.863661372248274
2022-11-17 19:50:00,25.66,4.8768,80.3,379.1,612.1,73,865,560,73,865,560,55.71,0.8386682760374653,0.8666542399213367,0.008441687264293674,0.8677799031259403
2022-11-17 20:00:00,25.93,4.8768,78.64,387.9,672.5,74,875,587,204,430,456,54.1,0.8550415763923005,0.8660033583375747,0.17091815009915734,0.8889058164500161
2022-11-17 20:10:00,25.79,4.8768,77.45,395.9,298.5,76,884,613,233,44,259,52.56,0.8743117643883979,0.862889620960874,0.43690318249099275,0.9227935819156143
2022-11-17 20:20:00,25.6,4.8768,78.8,406.5,287.3,77,891,637,271,165,374,51.09,0.9000068921143527,0.8636811485836227,0.31474920721175964,0.9065873989949451
2022-11-17 20:30:00,25.56,4.8768,78.97,419.1,244.3,78,899,659,270,39,296,49.69,0.928400903754368,0.8636521935688507,0.44811359697962877,0.9247514995489952
2022-11-17 20:40:00,25.31,4.8768,78.65,410.3,215.8,84,893,677,216,496,545,48.38,0.9119560723484413,0.8611692966109686,0.14590063275208537,0.8814247840808453
2022-11-17 20:50:00,25.37,4.8768,78.83,403.8,175.4,85,899,696,186,606,598,47.16,0.8967874540915101,0.8619351474384286,0.10358627919128277,0.8762367718023749
2022-11-17 21:00:00,25.19,4.8768,79.51,413.5,172.6,86,904,713,300,103,372,46.03,0.9205481582134873,0.8616574948776344,0.3652463288925332,0.912186587003375
2022-11-17 21:20:00,24.66,4.8768,83.0,431.2,167.2,87,912,742,314,67,363,44.1,0.9668043301921773,0.8631458413242504,0.4060796687026805,0.9187195327398829
2022-11-17 21:30:00,24.03,4.8768,89.0,443.5,410.8,88,913,752,245,1,245,43.31,1.0028413937784129,0.8673980455646785,0.7132052919749845,0.9619704611941755
2022-11-17 21:50:00,24.43,4.8768,85.8,424.3,374.8,88,919,770,350,30,372,42.11,0.9542782273038436,0.8657140897653706,0.4726354907917542,0.9291823768555321
2022-11-17 22:10:00,24.34,4.8768,86.1,418.7,291.7,88,922,779,405,143,512,41.45,0.9428235356520062,0.8654616599918475,0.3464577767069889,0.912073514152921
2022-11-17 22:20:00,24.61,4.8768,87.0,397.7,565.5,88,922,780,396,120,487,41.34,0.8922922253584923,0.8690116450804277,0.3619254972729736,0.9164196705716627
2022-11-17 22:30:00,25.01,4.8768,82.8,416.5,578.8,88,922,780,364,52,403,41.37,0.9294679690117288,0.8655894993926507,0.4321673761283927,0.9236773327642327
2022-11-17 22:40:00,25.32,4.8768,82.0,423.4,462.2,87,923,778,396,121,487,41.54,0.9409467627679945,0.8667545530187689,0.36161661832496667,0.9149383209633204
2022-11-17 23:00:00,24.94,4.8768,83.3,427.4,450.4,87,920,767,344,385,629,42.31,0.9546888069246202,0.8658348521596034,0.2159503877365771,0.8948078678564721
2022-11-17 23:20:00,24.74,4.8768,84.8,424.0,338.3,86,915,748,239,13,248,43.62,0.9496402199766819,0.8666215854901221,0.5258611912165387,0.9367601174268598
2022-11-17 23:30:00,24.94,4.8768,84.4,444.9,254.5,86,912,736,232,13,241,44.46,0.9937787791314074,0.8675848739021663,0.5253013994272564,0.937142724946695
2022-11-18 00:10:00,22.22,4.8768,92.0,429.9,99.4,90,875,665,90,875,665,48.91,0.996136501386836,0.857386893100375,0.010884027493042903,0.8589390980767388
2022-11-18 00:20:00,22.31,4.8768,93.5,432.1,111.5,89,868,644,89,868,644,50.25,1.000014813686466,0.8601891851666822,0.01227973573323582,0.8619060250254837
2022-11-18 00:40:00,22.55,4.8768,95.0,435.8,170.3,85,855,597,233,304,415,53.18,1.0053073757726778,0.8641892209687155,0.2276244086985713,0.8951030692406041
2022-11-18 00:50:00,22.91,4.8768,95.5,451.0,609.0,83,843,570,231,319,415,54.75,1.035319857227936,0.8677920521905796,0.22343536235311018,0.8973319829153386
2022-11-18 01:00:00,23.54,4.8768,94.8,457.3,513.9,82,832,542,82,832,542,56.38,1.0408940072801944,0.8719367410367637,0.018608618050795334,0.8743198213091505
2022-11-18 01:10:00,24.08,4.8768,87.6,461.3,530.5,80,820,514,80,820,514,58.07,1.0423890240494076,0.8656845532880861,0.020691098845161127,0.8684636874724343
2022-11-18 01:20:00,24.89,4.8768,85.1,386.8,317.3,78,806,484,78,806,484,59.81,0.864580005317249,0.8682920071093028,0.023317137301749946,0.8713630604632729
2022-11-18 01:30:00,24.64,4.8768,84.8,401.6,204.3,76,791,452,76,791,452,61.59,0.9006793511241953,0.8658258484482669,0.026621592846712505,0.8693977780814303
2022-11-18 01:40:00,24.69,4.8768,85.9,399.3,148.4,73,777,421,73,777,421,63.42,0.8949198856303917,0.8679451721988928,0.029092741554311186,0.8717870091751094
2022-11-18 01:50:00,24.57,4.8768,87.0,414.2,111.5,71,758,387,71,758,387,65.29,0.929811673649986,0.8686899699065557,0.033791749315559894,0.8731271655260919
2022-11-18 02:00:00,24.31,4.8768,88.2,428.4,78.63,68,736,353,174,142,229,67.19,0.9650550970624695,0.8684390641720727,0.32604862028150644,0.9113343257817121
2022-11-18 02:10:00,24.34,4.8768,91.0,417.1,202.3,65,711,319,150,40,164,69.13,0.9392206752339427,0.872913342345638,0.43634799124826235,0.9283673501275744
2022-11-18 02:20:00,24.34,4.8768,88.6,402.6,182.0,62,682,283,86,6,88,71.10000000000001,0.9065697526952418,0.8692892960654903,0.5589836955382912,0.9423544483972139
2022-11-18 18:20:00,22.52,4.8768,94.8,433.5,32.46,62,661,261,109,15,114,72.44,1.0004076353537084,0.8636704952554736,0.4971679899274483,0.9314491610971143
2022-11-18 18:30:00,22.53,4.8768,96.1,435.2,68.63,65,692,297,65,692,297,70.46000000000001,1.0041949421813856,0.865553455442676,0.04999118762897581,0.8722745978777087
2022-11-18 18:40:00,22.63,4.8768,96.3,437.4,71.17,68,720,332,68,720,332,68.51,1.0079070927404068,0.8666381921349834,0.043623295866884015,0.8724558737368215
2022-11-18 18:50:00,22.85,4.8768,95.9,432.0,37.07,71,744,367,184,143,241,66.59,0.9925076061336501,0.8678650774707116,0.32754490431144295,0.9111451980267673
2022-11-18 19:00:00,22.95,4.8768,96.1,429.6,18.98,73,766,400,195,157,262,64.7,0.9856610254906494,0.8689578719729335,0.3178854630044065,0.9106142595139002
2022-11-18 19:10:00,22.98,4.8768,95.0,411.2,114.0,76,784,434,76,784,434,62.85,0.9430623799201443,0.8676566651756107,0.029898144516098957,0.8716134853259327
2022-11-18 19:20:00,23.31,4.8768,94.0,415.5,234.4,78,801,465,78,801,465,61.05,0.9486883165929952,0.8689137665371706,0.026433136491795572,0.8723787868384889
2022-11-18 19:30:00,24.02,4.8768,92.0,415.3,337.5,80,816,496,80,816,496,59.28,0.9392020138999381,0.871787187795592,0.023380421711667654,0.8747848574137699
