Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,139210,-,-,-,19.42,-155.23,0,1154,-10,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Clearsky DHI,Clearsky DNI,Clearsky GHI,DHI,DNI,GHI,Solar Zenith Angle
2023,1,1,0,0,85,940,708,201,0,201,48.46
2023,1,1,0,10,84,934,688,178,0,178,49.69
2023,1,1,0,20,83,928,667,158,0,158,51
2023,1,1,0,30,82,920,643,140,0,140,52.38
2023,1,1,0,40,83,906,617,124,0,124,53.85
2023,1,1,0,50,81,896,590,110,0,110,55.38
2023,1,1,1,0,80,885,562,97,0,97,56.980000000000004
2023,1,1,1,10,78,873,533,91,0,91,58.63
2023,1,1,1,20,77,859,502,84,0,84,60.33
2023,1,1,1,30,75,844,470,78,0,78,62.09
2023,1,1,1,40,73,825,436,71,0,71,63.89
2023,1,1,1,50,71,805,402,65,0,65,65.73
2023,1,1,2,0,68,783,367,58,0,58,67.6
2023,1,1,2,10,66,757,331,51,0,51,69.51
2023,1,1,2,20,63,728,294,45,0,45,71.45
2023,1,1,2,30,59,694,257,38,0,38,73.42
2023,1,1,2,40,56,650,220,32,0,32,75.41
2023,1,1,2,50,52,602,183,26,0,26,77.43
2023,1,1,3,0,47,543,146,21,0,21,79.47
2023,1,1,3,10,42,474,111,16,0,16,81.52
2023,1,1,3,20,35,389,79,11,0,11,83.58
2023,1,1,3,30,27,287,49,7,0,7,85.64
2023,1,1,3,40,18,179,25,4,0,4,87.68
2023,1,1,3,50,0,0,0,0,0,0,89.63
2023,1,1,4,0,0,0,0,0,0,0,92.22
2023,1,1,4,10,0,0,0,0,0,0,94.38
2023,1,1,4,20,0,0,0,0,0,0,96.56
2023,1,1,4,30,0,0,0,0,0,0,98.75
2023,1,1,4,40,0,0,0,0,0,0,100.94
2023,1,1,4,50,0,0,0,0,0,0,103.15
2023,1,1,5,0,0,0,0,0,0,0,105.37
2023,1,1,5,10,0,0,0,0,0,0,107.60000000000001
2023,1,1,5,20,0,0,0,0,0,0,109.83
2023,1,1,5,30,0,0,0,0,0,0,112.07000000000001
2023,1,1,5,40,0,0,0,0,0,0,114.32000000000001
2023,1,1,5,50,0,0,0,0,0,0,116.58
2023,1,1,6,0,0,0,0,0,0,0,118.84
2023,1,1,6,10,0,0,0,0,0,0,121.10000000000001
2023,1,1,6,20,0,0,0,0,0,0,123.37
2023,1,1,6,30,0,0,0,0,0,0,125.65
2023,1,1,6,40,0,0,0,0,0,0,127.93
2023,1,1,6,50,0,0,0,0,0,0,130.21
2023,1,1,7,0,0,0,0,0,0,0,132.5
2023,1,1,7,10,0,0,0,0,0,0,134.79
2023,1,1,7,20,0,0,0,0,0,0,137.08
2023,1,1,7,30,0,0,0,0,0,0,139.38
2023,1,1,7,40,0,0,0,0,0,0,141.67000000000002
2023,1,1,7,50,0,0,0,0,0,0,143.97
2023,1,1,8,0,0,0,0,0,0,0,146.27
2023,1,1,8,10,0,0,0,0,0,0,148.57
2023,1,1,8,20,0,0,0,0,0,0,150.87
2023,1,1,8,30,0,0,0,0,0,0,153.17000000000002
2023,1,1,8,40,0,0,0,0,0,0,155.47
2023,1,1,8,50,0,0,0,0,0,0,157.76
2023,1,1,9,0,0,0,0,0,0,0,160.05
2023,1,1,9,10,0,0,0,0,0,0,162.33
2023,1,1,9,20,0,0,0,0,0,0,164.6
2023,1,1,9,30,0,0,0,0,0,0,166.85
2023,1,1,9,40,0,0,0,0,0,0,169.07
2023,1,1,9,50,0,0,0,0,0,0,171.24
2023,1,1,10,0,0,0,0,0,0,0,173.3
2023,1,1,10,10,0,0,0,0,0,0,175.1
2023,1,1,10,20,0,0,0,0,0,0,176.28
2023,1,1,10,30,0,0,0,0,0,0,176.18
2023,1,1,10,40,0,0,0,0,0,0,174.88
2023,1,1,10,50,0,0,0,0,0,0,173.03
2023,1,1,11,0,0,0,0,0,0,0,170.95000000000002
2023,1,1,11,10,0,0,0,0,0,0,168.77
2023,1,1,11,20,0,0,0,0,0,0,166.55
2023,1,1,11,30,0,0,0,0,0,0,164.29
2023,1,1,11,40,0,0,0,0,0,0,162.02
2023,1,1,11,50,0,0,0,0,0,0,159.74
2023,1,1,12,0,0,0,0,0,0,0,157.45000000000002
2023,1,1,12,10,0,0,0,0,0,0,155.15
2023,1,1,12,20,0,0,0,0,0,0,152.86
2023,1,1,12,30,0,0,0,0,0,0,150.56
2023,1,1,12,40,0,0,0,0,0,0,148.26
2023,1,1,12,50,0,0,0,0,0,0,145.96
2023,1,1,13,0,0,0,0,0,0,0,143.66
2023,1,1,13,10,0,0,0,0,0,0,141.36
2023,1,1,13,20,0,0,0,0,0,0,139.06
2023,1,1,13,30,0,0,0,0,0,0,136.76
2023,1,1,13,40,0,0,0,0,0,0,134.47
2023,1,1,13,50,0,0,0,0,0,0,132.18
2023,1,1,14,0,0,0,0,0,0,0,129.9
2023,1,1,14,10,0,0,0,0,0,0,127.61
2023,1,1,14,20,0,0,0,0,0,0,125.33
2023,1,1,14,30,0,0,0,0,0,0,123.06
2023,1,1,14,40,0,0,0,0,0,0,120.79
2023,1,1,14,50,0,0,0,0,0,0,118.52
2023,1,1,15,0,0,0,0,0,0,0,116.26
2023,1,1,15,10,0,0,0,0,0,0,114.01
2023,1,1,15,20,0,0,0,0,0,0,111.76
2023,1,1,15,30,0,0,0,0,0,0,109.52
2023,1,1,15,40,0,0,0,0,0,0,107.28
2023,1,1,15,50,0,0,0,0,0,0,105.06
2023,1,1,16,0,0,0,0,0,0,0,102.84
2023,1,1,16,10,0,0,0,0,0,0,100.63
2023,1,1,16,20,0,0,0,0,0,0,98.43
2023,1,1,16,30,0,0,0,0,0,0,96.25
2023,1,1,16,40,0,0,0,0,0,0,94.07000000000001
2023,1,1,16,50,0,0,0,0,0,0,91.9
2023,1,1,17,0,0,0,0,0,0,0,89.36
2023,1,1,17,10,17,287,30,4,0,4,87.39
2023,1,1,17,20,24,408,57,8,0,8,85.34
2023,1,1,17,30,30,503,89,11,0,11,83.28
2023,1,1,17,40,36,578,124,15,0,15,81.21000000000001
2023,1,1,17,50,40,639,160,20,0,20,79.16
2023,1,1,18,0,44,688,197,24,0,24,77.13
2023,1,1,18,10,47,730,234,31,0,31,75.11
2023,1,1,18,20,50,764,272,38,0,38,73.12
2023,1,1,18,30,52,794,309,46,0,46,71.15
2023,1,1,18,40,57,810,344,55,0,55,69.22
2023,1,1,18,50,59,833,381,65,0,65,67.31
2023,1,1,19,0,61,853,416,76,0,76,65.44
2023,1,1,19,10,63,870,450,88,0,88,63.6
2023,1,1,19,20,65,886,483,100,0,100,61.81
2023,1,1,19,30,66,900,516,114,0,114,60.06
2023,1,1,19,40,71,905,545,128,0,128,58.36
2023,1,1,19,50,72,916,575,143,0,143,56.71
2023,1,1,20,0,73,926,603,160,0,160,55.120000000000005
2023,1,1,20,10,74,935,629,178,0,178,53.59
2023,1,1,20,20,75,943,654,197,1,197,52.14
2023,1,1,20,30,76,950,677,218,1,218,50.76
2023,1,1,20,40,77,956,699,240,1,241,49.45
2023,1,1,20,50,78,962,719,264,2,265,48.24
2023,1,1,21,0,79,967,737,289,4,292,47.13
2023,1,1,21,10,79,971,753,296,4,299,46.11
2023,1,1,21,20,80,975,767,302,4,305,45.2
2023,1,1,21,30,80,978,779,306,4,309,44.410000000000004
2023,1,1,21,40,80,982,789,310,4,313,43.74
2023,1,1,21,50,80,984,797,313,4,316,43.2
2023,1,1,22,0,80,985,803,315,4,317,42.79
2023,1,1,22,10,81,986,808,314,3,316,42.52
2023,1,1,22,20,81,987,810,312,3,314,42.39
2023,1,1,22,30,81,987,810,309,3,311,42.39
2023,1,1,22,40,81,986,807,305,3,307,42.54
2023,1,1,22,50,81,985,803,300,2,302,42.82
2023,1,1,23,0,80,984,797,295,2,296,43.24
2023,1,1,23,10,80,982,789,279,1,280,43.79
2023,1,1,23,20,80,979,778,263,1,264,44.47
2023,1,1,23,30,79,976,766,247,1,248,45.27
2023,1,1,23,40,81,969,751,232,1,233,46.19
2023,1,1,23,50,80,964,735,217,0,218,47.21
2023,1,2,0,0,79,959,717,257,2,258,48.34
2023,1,2,0,10,78,954,697,246,1,247,49.56
2023,1,2,0,20,78,950,677,235,1,236,50.86
2023,1,2,0,30,77,943,654,223,1,224,52.25
2023,1,2,0,40,75,935,629,211,1,211,53.72
2023,1,2,0,50,74,926,602,198,1,198,55.25
2023,1,2,1,0,73,916,574,184,1,185,56.84
2023,1,2,1,10,72,904,544,173,1,174,58.49
2023,1,2,1,20,70,891,513,162,1,162,60.2
2023,1,2,1,30,68,877,481,150,1,150,61.95
2023,1,2,1,40,66,862,447,137,1,137,63.75
2023,1,2,1,50,64,844,413,125,0,125,65.59
2023,1,2,2,0,62,823,377,112,0,112,67.46000000000001
2023,1,2,2,10,59,800,341,100,0,100,69.37
2023,1,2,2,20,57,772,304,88,0,88,71.32000000000001
2023,1,2,2,30,54,740,267,76,0,76,73.28
2023,1,2,2,40,50,708,230,64,0,64,75.28
2023,1,2,2,50,46,664,192,52,0,52,77.3
2023,1,2,3,0,42,612,155,42,0,42,79.33
2023,1,2,3,10,37,547,119,30,0,30,81.39
2023,1,2,3,20,32,468,85,21,0,21,83.45
2023,1,2,3,30,25,367,54,13,0,13,85.51
2023,1,2,3,40,17,260,28,6,0,6,87.56
2023,1,2,3,50,0,0,0,0,0,0,89.52
2023,1,2,4,0,0,0,0,0,0,0,92.09
2023,1,2,4,10,0,0,0,0,0,0,94.25
2023,1,2,4,20,0,0,0,0,0,0,96.43
2023,1,2,4,30,0,0,0,0,0,0,98.62
2023,1,2,4,40,0,0,0,0,0,0,100.82000000000001
2023,1,2,4,50,0,0,0,0,0,0,103.03
2023,1,2,5,0,0,0,0,0,0,0,105.25
2023,1,2,5,10,0,0,0,0,0,0,107.47
2023,1,2,5,20,0,0,0,0,0,0,109.71000000000001
2023,1,2,5,30,0,0,0,0,0,0,111.95
2023,1,2,5,40,0,0,0,0,0,0,114.2
2023,1,2,5,50,0,0,0,0,0,0,116.45
2023,1,2,6,0,0,0,0,0,0,0,118.72
2023,1,2,6,10,0,0,0,0,0,0,120.98
2023,1,2,6,20,0,0,0,0,0,0,123.25
2023,1,2,6,30,0,0,0,0,0,0,125.53
2023,1,2,6,40,0,0,0,0,0,0,127.81
2023,1,2,6,50,0,0,0,0,0,0,130.09
2023,1,2,7,0,0,0,0,0,0,0,132.38
2023,1,2,7,10,0,0,0,0,0,0,134.67000000000002
2023,1,2,7,20,0,0,0,0,0,0,136.97
2023,1,2,7,30,0,0,0,0,0,0,139.26
2023,1,2,7,40,0,0,0,0,0,0,141.56
2023,1,2,7,50,0,0,0,0,0,0,143.86
2023,1,2,8,0,0,0,0,0,0,0,146.16
2023,1,2,8,10,0,0,0,0,0,0,148.46
2023,1,2,8,20,0,0,0,0,0,0,150.76
2023,1,2,8,30,0,0,0,0,0,0,153.07
2023,1,2,8,40,0,0,0,0,0,0,155.36
2023,1,2,8,50,0,0,0,0,0,0,157.66
2023,1,2,9,0,0,0,0,0,0,0,159.95000000000002
2023,1,2,9,10,0,0,0,0,0,0,162.24
2023,1,2,9,20,0,0,0,0,0,0,164.51
2023,1,2,9,30,0,0,0,0,0,0,166.77
2023,1,2,9,40,0,0,0,0,0,0,169
2023,1,2,9,50,0,0,0,0,0,0,171.17000000000002
2023,1,2,10,0,0,0,0,0,0,0,173.25
2023,1,2,10,10,0,0,0,0,0,0,175.09
2023,1,2,10,20,0,0,0,0,0,0,176.33
2023,1,2,10,30,0,0,0,0,0,0,176.3
2023,1,2,10,40,0,0,0,0,0,0,175.02
2023,1,2,10,50,0,0,0,0,0,0,173.16
2023,1,2,11,0,0,0,0,0,0,0,171.08
2023,1,2,11,10,0,0,0,0,0,0,168.9
2023,1,2,11,20,0,0,0,0,0,0,166.67000000000002
2023,1,2,11,30,0,0,0,0,0,0,164.41
2023,1,2,11,40,0,0,0,0,0,0,162.14000000000001
2023,1,2,11,50,0,0,0,0,0,0,159.85
2023,1,2,12,0,0,0,0,0,0,0,157.56
2023,1,2,12,10,0,0,0,0,0,0,155.27
2023,1,2,12,20,0,0,0,0,0,0,152.97
2023,1,2,12,30,0,0,0,0,0,0,150.67000000000002
2023,1,2,12,40,0,0,0,0,0,0,148.36
2023,1,2,12,50,0,0,0,0,0,0,146.06
2023,1,2,13,0,0,0,0,0,0,0,143.76
2023,1,2,13,10,0,0,0,0,0,0,141.46
2023,1,2,13,20,0,0,0,0,0,0,139.16
2023,1,2,13,30,0,0,0,0,0,0,136.87
2023,1,2,13,40,0,0,0,0,0,0,134.57
2023,1,2,13,50,0,0,0,0,0,0,132.28
2023,1,2,14,0,0,0,0,0,0,0,129.99
2023,1,2,14,10,0,0,0,0,0,0,127.71000000000001
2023,1,2,14,20,0,0,0,0,0,0,125.43
2023,1,2,14,30,0,0,0,0,0,0,123.15
2023,1,2,14,40,0,0,0,0,0,0,120.88
2023,1,2,14,50,0,0,0,0,0,0,118.61
2023,1,2,15,0,0,0,0,0,0,0,116.35000000000001
2023,1,2,15,10,0,0,0,0,0,0,114.09
2023,1,2,15,20,0,0,0,0,0,0,111.84
2023,1,2,15,30,0,0,0,0,0,0,109.60000000000001
2023,1,2,15,40,0,0,0,0,0,0,107.37
2023,1,2,15,50,0,0,0,0,0,0,105.14
2023,1,2,16,0,0,0,0,0,0,0,102.92
2023,1,2,16,10,0,0,0,0,0,0,100.71000000000001
2023,1,2,16,20,0,0,0,0,0,0,98.51
2023,1,2,16,30,0,0,0,0,0,0,96.32000000000001
2023,1,2,16,40,0,0,0,0,0,0,94.14
2023,1,2,16,50,0,0,0,0,0,0,91.98
2023,1,2,17,0,0,0,0,0,0,0,89.42
2023,1,2,17,10,18,268,30,7,0,7,87.45
2023,1,2,17,20,25,394,57,13,0,13,85.4
2023,1,2,17,30,32,492,89,20,0,20,83.34
2023,1,2,17,40,37,563,123,27,0,27,81.27
2023,1,2,17,50,42,626,159,35,0,35,79.22
2023,1,2,18,0,46,678,196,43,0,43,77.18
2023,1,2,18,10,49,720,234,50,0,50,75.16
2023,1,2,18,20,52,756,271,56,0,56,73.17
2023,1,2,18,30,55,787,309,62,0,62,71.2
2023,1,2,18,40,57,817,346,68,0,68,69.26
2023,1,2,18,50,59,840,383,74,0,74,67.35
2023,1,2,19,0,61,860,418,79,0,79,65.47
2023,1,2,19,10,63,878,453,88,0,88,63.63
2023,1,2,19,20,65,894,486,98,0,98,61.83
2023,1,2,19,30,66,907,519,108,0,108,60.08
2023,1,2,19,40,67,921,550,119,0,119,58.370000000000005
2023,1,2,19,50,68,932,580,129,0,129,56.72
2023,1,2,20,0,70,942,608,139,0,139,55.13
2023,1,2,20,10,71,951,635,146,0,146,53.6
2023,1,2,20,20,72,959,660,151,0,152,52.13
2023,1,2,20,30,73,965,683,157,0,157,50.75
2023,1,2,20,40,73,971,705,161,0,161,49.44
2023,1,2,20,50,74,977,725,165,0,165,48.22
2023,1,2,21,0,75,981,743,169,0,169,47.1
2023,1,2,21,10,75,986,759,179,0,179,46.07
2023,1,2,21,20,76,989,774,190,0,190,45.160000000000004
2023,1,2,21,30,76,992,786,201,0,201,44.36
2023,1,2,21,40,77,994,796,212,0,213,43.69
2023,1,2,21,50,78,996,804,224,0,224,43.14
2023,1,2,22,0,78,997,810,235,0,235,42.72
2023,1,2,22,10,78,998,814,238,1,239,42.44
2023,1,2,22,20,78,998,817,241,1,242,42.300000000000004
2023,1,2,22,30,78,999,817,243,1,244,42.300000000000004
2023,1,2,22,40,79,996,814,245,1,245,42.44
2023,1,2,22,50,79,995,810,245,1,246,42.72
2023,1,2,23,0,79,993,804,245,1,245,43.13
2023,1,2,23,10,79,991,796,249,1,250,43.68
2023,1,2,23,20,78,989,785,253,1,253,44.35
2023,1,2,23,30,78,986,773,256,1,256,45.15
2023,1,2,23,40,82,974,757,258,1,259,46.06
2023,1,2,23,50,81,970,741,259,1,260,47.08
2023,1,3,0,0,80,965,723,227,1,227,48.21
2023,1,3,0,10,79,959,703,217,1,218,49.42
2023,1,3,0,20,78,953,681,207,1,207,50.730000000000004
2023,1,3,0,30,77,945,658,196,0,196,52.120000000000005
2023,1,3,0,40,77,933,631,184,0,185,53.58
2023,1,3,0,50,76,924,604,173,0,173,55.11
2023,1,3,1,0,74,913,576,161,0,161,56.7
2023,1,3,1,10,73,902,546,148,0,148,58.35
2023,1,3,1,20,71,889,515,135,0,135,60.06
2023,1,3,1,30,70,875,483,122,0,122,61.81
2023,1,3,1,40,68,857,449,109,0,109,63.61
2023,1,3,1,50,66,838,414,97,0,97,65.45
2023,1,3,2,0,64,817,379,85,0,85,67.33
2023,1,3,2,10,62,793,343,77,0,77,69.24
2023,1,3,2,20,59,765,306,69,0,69,71.18
2023,1,3,2,30,56,733,268,61,0,61,73.15
2023,1,3,2,40,53,694,231,52,0,52,75.14
2023,1,3,2,50,49,649,193,44,0,44,77.16
2023,1,3,3,0,45,598,157,36,0,36,79.2
2023,1,3,3,10,40,533,121,27,0,27,81.25
2023,1,3,3,20,34,452,86,19,0,19,83.32000000000001
2023,1,3,3,30,27,350,55,12,0,12,85.38
2023,1,3,3,40,18,246,29,6,0,6,87.43
2023,1,3,3,50,0,0,0,0,0,0,89.4
2023,1,3,4,0,0,0,0,0,0,0,91.95
2023,1,3,4,10,0,0,0,0,0,0,94.12
2023,1,3,4,20,0,0,0,0,0,0,96.3
2023,1,3,4,30,0,0,0,0,0,0,98.49000000000001
2023,1,3,4,40,0,0,0,0,0,0,100.69
2023,1,3,4,50,0,0,0,0,0,0,102.9
2023,1,3,5,0,0,0,0,0,0,0,105.12
2023,1,3,5,10,0,0,0,0,0,0,107.35000000000001
2023,1,3,5,20,0,0,0,0,0,0,109.58
2023,1,3,5,30,0,0,0,0,0,0,111.83
2023,1,3,5,40,0,0,0,0,0,0,114.08
2023,1,3,5,50,0,0,0,0,0,0,116.33
2023,1,3,6,0,0,0,0,0,0,0,118.59
2023,1,3,6,10,0,0,0,0,0,0,120.86
2023,1,3,6,20,0,0,0,0,0,0,123.13000000000001
2023,1,3,6,30,0,0,0,0,0,0,125.41
2023,1,3,6,40,0,0,0,0,0,0,127.69
2023,1,3,6,50,0,0,0,0,0,0,129.98
2023,1,3,7,0,0,0,0,0,0,0,132.27
2023,1,3,7,10,0,0,0,0,0,0,134.56
2023,1,3,7,20,0,0,0,0,0,0,136.85
2023,1,3,7,30,0,0,0,0,0,0,139.15
2023,1,3,7,40,0,0,0,0,0,0,141.45000000000002
2023,1,3,7,50,0,0,0,0,0,0,143.75
2023,1,3,8,0,0,0,0,0,0,0,146.05
2023,1,3,8,10,0,0,0,0,0,0,148.36
2023,1,3,8,20,0,0,0,0,0,0,150.66
2023,1,3,8,30,0,0,0,0,0,0,152.96
2023,1,3,8,40,0,0,0,0,0,0,155.26
2023,1,3,8,50,0,0,0,0,0,0,157.56
2023,1,3,9,0,0,0,0,0,0,0,159.86
2023,1,3,9,10,0,0,0,0,0,0,162.14000000000001
2023,1,3,9,20,0,0,0,0,0,0,164.42000000000002
2023,1,3,9,30,0,0,0,0,0,0,166.68
2023,1,3,9,40,0,0,0,0,0,0,168.92000000000002
2023,1,3,9,50,0,0,0,0,0,0,171.11
2023,1,3,10,0,0,0,0,0,0,0,173.20000000000002
2023,1,3,10,10,0,0,0,0,0,0,175.08
2023,1,3,10,20,0,0,0,0,0,0,176.38
2023,1,3,10,30,0,0,0,0,0,0,176.42000000000002
2023,1,3,10,40,0,0,0,0,0,0,175.16
2023,1,3,10,50,0,0,0,0,0,0,173.3
2023,1,3,11,0,0,0,0,0,0,0,171.22
2023,1,3,11,10,0,0,0,0,0,0,169.03
2023,1,3,11,20,0,0,0,0,0,0,166.8
2023,1,3,11,30,0,0,0,0,0,0,164.54
2023,1,3,11,40,0,0,0,0,0,0,162.26
2023,1,3,11,50,0,0,0,0,0,0,159.97
2023,1,3,12,0,0,0,0,0,0,0,157.68
2023,1,3,12,10,0,0,0,0,0,0,155.38
2023,1,3,12,20,0,0,0,0,0,0,153.08
2023,1,3,12,30,0,0,0,0,0,0,150.77
2023,1,3,12,40,0,0,0,0,0,0,148.47
2023,1,3,12,50,0,0,0,0,0,0,146.17000000000002
2023,1,3,13,0,0,0,0,0,0,0,143.86
2023,1,3,13,10,0,0,0,0,0,0,141.56
2023,1,3,13,20,0,0,0,0,0,0,139.26
2023,1,3,13,30,0,0,0,0,0,0,136.96
2023,1,3,13,40,0,0,0,0,0,0,134.67000000000002
2023,1,3,13,50,0,0,0,0,0,0,132.38
2023,1,3,14,0,0,0,0,0,0,0,130.09
2023,1,3,14,10,0,0,0,0,0,0,127.8
2023,1,3,14,20,0,0,0,0,0,0,125.52
2023,1,3,14,30,0,0,0,0,0,0,123.24000000000001
2023,1,3,14,40,0,0,0,0,0,0,120.97
2023,1,3,14,50,0,0,0,0,0,0,118.7
2023,1,3,15,0,0,0,0,0,0,0,116.44
2023,1,3,15,10,0,0,0,0,0,0,114.18
2023,1,3,15,20,0,0,0,0,0,0,111.93
2023,1,3,15,30,0,0,0,0,0,0,109.68
2023,1,3,15,40,0,0,0,0,0,0,107.45
2023,1,3,15,50,0,0,0,0,0,0,105.22
2023,1,3,16,0,0,0,0,0,0,0,103
2023,1,3,16,10,0,0,0,0,0,0,100.78
2023,1,3,16,20,0,0,0,0,0,0,98.58
2023,1,3,16,30,0,0,0,0,0,0,96.39
2023,1,3,16,40,0,0,0,0,0,0,94.21000000000001
2023,1,3,16,50,0,0,0,0,0,0,92.04
2023,1,3,17,0,0,0,0,0,0,0,89.48
2023,1,3,17,10,17,267,29,7,0,7,87.51
2023,1,3,17,20,25,393,56,14,0,14,85.46000000000001
2023,1,3,17,30,31,491,87,21,0,21,83.39
2023,1,3,17,40,36,566,122,29,0,29,81.33
2023,1,3,17,50,41,628,158,37,0,37,79.27
2023,1,3,18,0,45,679,195,45,0,45,77.23
2023,1,3,18,10,48,722,233,57,0,57,75.21000000000001
2023,1,3,18,20,51,758,270,70,0,70,73.21000000000001
2023,1,3,18,30,54,788,308,84,0,84,71.24
2023,1,3,18,40,56,817,345,99,0,99,69.29
2023,1,3,18,50,58,840,381,114,0,115,67.38
2023,1,3,19,0,60,860,417,131,1,131,65.5
2023,1,3,19,10,62,877,451,149,1,149,63.660000000000004
2023,1,3,19,20,64,893,485,167,1,168,61.85
2023,1,3,19,30,65,907,517,186,2,187,60.1
2023,1,3,19,40,67,919,548,206,2,207,58.39
2023,1,3,19,50,68,927,576,224,4,226,56.730000000000004
2023,1,3,20,0,69,937,605,244,6,247,55.13
2023,1,3,20,10,70,946,631,247,4,249,53.59
2023,1,3,20,20,71,953,656,249,3,250,52.120000000000005
2023,1,3,20,30,72,960,680,249,2,251,50.730000000000004
2023,1,3,20,40,79,952,699,249,1,250,49.42
2023,1,3,20,50,80,958,719,248,1,249,48.19
2023,1,3,21,0,81,963,737,246,1,247,47.06
2023,1,3,21,10,82,967,753,249,1,249,46.03
2023,1,3,21,20,82,971,768,251,1,251,45.11
2023,1,3,21,30,83,974,780,252,1,252,44.31
2023,1,3,21,40,83,977,790,252,1,252,43.62
2023,1,3,21,50,83,979,799,251,1,252,43.07
2023,1,3,22,0,83,981,805,250,1,250,42.64
2023,1,3,22,10,84,982,809,261,1,262,42.35
2023,1,3,22,20,84,982,811,273,1,273,42.21
2023,1,3,22,30,84,982,811,284,1,285,42.2
2023,1,3,22,40,85,980,809,295,2,296,42.33
2023,1,3,22,50,85,979,805,306,3,308,42.6
2023,1,3,23,0,84,977,799,316,4,319,43.01
2023,1,3,23,10,84,975,791,301,3,303,43.56
2023,1,3,23,20,84,973,781,286,2,288,44.230000000000004
2023,1,3,23,30,83,970,769,271,1,272,45.02
2023,1,3,23,40,84,960,752,255,1,256,45.93
2023,1,3,23,50,83,956,736,240,1,241,46.95
2023,1,4,0,0,82,951,718,386,132,474,48.07
2023,1,4,0,10,82,945,698,373,113,447,49.28
2023,1,4,0,20,81,939,677,358,96,419,50.59
2023,1,4,0,30,80,931,654,341,81,391,51.97
2023,1,4,0,40,80,920,628,323,67,363,53.43
2023,1,4,0,50,78,911,602,303,55,335,54.96
2023,1,4,1,0,77,901,573,282,45,307,56.56
2023,1,4,1,10,76,889,544,249,21,260,58.21
2023,1,4,1,20,74,876,513,216,9,221,59.910000000000004
2023,1,4,1,30,72,861,481,185,3,186,61.67
2023,1,4,1,40,71,841,447,156,1,157,63.47
2023,1,4,1,50,69,823,413,131,1,131,65.31
2023,1,4,2,0,67,801,378,109,0,109,67.18
2023,1,4,2,10,64,777,342,97,0,97,69.09
2023,1,4,2,20,61,749,305,85,0,85,71.04
2023,1,4,2,30,58,716,268,73,0,73,73.01
2023,1,4,2,40,56,673,230,62,0,62,75
2023,1,4,2,50,52,628,193,51,0,51,77.02
2023,1,4,3,0,47,574,156,40,0,40,79.06
2023,1,4,3,10,42,508,120,28,0,28,81.11
2023,1,4,3,20,36,427,86,19,0,19,83.18
2023,1,4,3,30,28,326,55,12,0,12,85.25
2023,1,4,3,40,20,207,29,6,0,6,87.3
2023,1,4,3,50,0,0,0,0,0,0,89.28
2023,1,4,4,0,0,0,0,0,0,0,91.82000000000001
2023,1,4,4,10,0,0,0,0,0,0,93.99
2023,1,4,4,20,0,0,0,0,0,0,96.17
2023,1,4,4,30,0,0,0,0,0,0,98.36
2023,1,4,4,40,0,0,0,0,0,0,100.56
2023,1,4,4,50,0,0,0,0,0,0,102.77
2023,1,4,5,0,0,0,0,0,0,0,104.99000000000001
2023,1,4,5,10,0,0,0,0,0,0,107.22
2023,1,4,5,20,0,0,0,0,0,0,109.46000000000001
2023,1,4,5,30,0,0,0,0,0,0,111.7
2023,1,4,5,40,0,0,0,0,0,0,113.95
2023,1,4,5,50,0,0,0,0,0,0,116.21000000000001
2023,1,4,6,0,0,0,0,0,0,0,118.47
2023,1,4,6,10,0,0,0,0,0,0,120.74000000000001
2023,1,4,6,20,0,0,0,0,0,0,123.01
2023,1,4,6,30,0,0,0,0,0,0,125.29
2023,1,4,6,40,0,0,0,0,0,0,127.57000000000001
2023,1,4,6,50,0,0,0,0,0,0,129.86
2023,1,4,7,0,0,0,0,0,0,0,132.15
2023,1,4,7,10,0,0,0,0,0,0,134.44
2023,1,4,7,20,0,0,0,0,0,0,136.74
2023,1,4,7,30,0,0,0,0,0,0,139.04
2023,1,4,7,40,0,0,0,0,0,0,141.34
2023,1,4,7,50,0,0,0,0,0,0,143.64000000000001
2023,1,4,8,0,0,0,0,0,0,0,145.95000000000002
2023,1,4,8,10,0,0,0,0,0,0,148.25
2023,1,4,8,20,0,0,0,0,0,0,150.55
2023,1,4,8,30,0,0,0,0,0,0,152.86
2023,1,4,8,40,0,0,0,0,0,0,155.16
